Arquivo_Origem,Segmento_ID,Inicio(s),Fim(s),Duracao(s),Routing_Model,Routing_Reason,Texto_Transcrito,Custo_Estimado,SNR
10_20250907224504.webm,10_20250907224504.webm_seg_1,N/A,N/A,2.72,assemblyai,Local Logic,,0.005,42.91
10_20250907224504.webm,10_20250907224504.webm_seg_2,N/A,N/A,0.76,assemblyai,Local Logic,,0.005,45.88
10_20250907224504.webm,10_20250907224504.webm_seg_3,N/A,N/A,0.60,assemblyai,Local Logic,,0.005,44.06
10_20250907224504.webm,10_20250907224504.webm_seg_4,N/A,N/A,0.51,assemblyai,Local Logic,,0.005,47.10
10_20250907224504.webm,10_20250907224504.webm_seg_5,N/A,N/A,2.27,assemblyai,Local Logic,,0.005,44.26
10_20250907224504.webm,10_20250907224504.webm_seg_6,N/A,N/A,1.08,assemblyai,Local Logic,,0.005,37.99
10_20250907224504.webm,10_20250907224504.webm_seg_7,N/A,N/A,2.65,assemblyai,Local Logic,,0.005,44.22
10_20250907224504.webm,10_20250907224504.webm_seg_8,N/A,N/A,4.89,assemblyai,Local Logic,,0.005,50.42
10_20250907224504.webm,10_20250907224504.webm_seg_9,N/A,N/A,0.48,assemblyai,Local Logic,,0.005,46.94
10_20250907224504.webm,10_20250907224504.webm_seg_10,N/A,N/A,2.27,assemblyai,Local Logic,,0.005,49.61
10_20250907224504.webm,10_20250907224504.webm_seg_11,N/A,N/A,0.54,assemblyai,Local Logic,,0.005,37.89
10_20250907224504.webm,10_20250907224504.webm_seg_12,N/A,N/A,1.82,assemblyai,Local Logic,,0.005,41.10
10_20250907224504.webm,10_20250907224504.webm_seg_13,N/A,N/A,1.63,assemblyai,Local Logic,,0.005,44.86
10_20250907224504.webm,10_20250907224504.webm_seg_14,N/A,N/A,2.43,assemblyai,Local Logic,,0.005,40.18
10_20250907224504.webm,10_20250907224504.webm_seg_15,N/A,N/A,0.51,assemblyai,Local Logic,,0.005,45.71
10_20250907224504.webm,10_20250907224504.webm_seg_16,N/A,N/A,0.41,assemblyai,Local Logic,,0.005,33.21
10_20250907224604.webm,10_20250907224604.webm_seg_1,N/A,N/A,1.66,assemblyai,Local Logic,,0.005,51.33
10_20250907224604.webm,10_20250907224604.webm_seg_2,N/A,N/A,1.18,assemblyai,Local Logic,,0.005,43.82
10_20250907224604.webm,10_20250907224604.webm_seg_3,N/A,N/A,3.20,assemblyai,Local Logic,,0.005,47.17
10_20250907224604.webm,10_20250907224604.webm_seg_4,N/A,N/A,1.12,assemblyai,Local Logic,,0.005,46.09
10_20250907224604.webm,10_20250907224604.webm_seg_5,N/A,N/A,0.73,assemblyai,Local Logic,,0.005,35.51
10_20250907224604.webm,10_20250907224604.webm_seg_6,N/A,N/A,0.44,assemblyai,Local Logic,,0.005,36.22
10_20250907224604.webm,10_20250907224604.webm_seg_7,N/A,N/A,2.62,assemblyai,Local Logic,,0.005,45.34
10_20250907224604.webm,10_20250907224604.webm_seg_8,N/A,N/A,0.32,assemblyai,Local Logic,,0.005,44.56
10_20250907224604.webm,10_20250907224604.webm_seg_9,N/A,N/A,1.92,assemblyai,Local Logic,,0.005,36.63
10_20250907224604.webm,10_20250907224604.webm_seg_10,N/A,N/A,2.49,assemblyai,Local Logic,,0.005,38.81
10_20250907224604.webm,10_20250907224604.webm_seg_11,N/A,N/A,2.04,assemblyai,Local Logic,,0.005,39.85
10_20250907224604.webm,10_20250907224604.webm_seg_12,N/A,N/A,0.51,assemblyai,Local Logic,,0.005,33.89
10_20250907224604.webm,10_20250907224604.webm_seg_13,N/A,N/A,2.14,assemblyai,Local Logic,,0.005,39.05
10_20250907224604.webm,10_20250907224604.webm_seg_14,N/A,N/A,2.24,assemblyai,Local Logic,,0.005,43.78
10_20250907224604.webm,10_20250907224604.webm_seg_15,N/A,N/A,1.79,assemblyai,Local Logic,,0.005,38.82
10_20250907224604.webm,10_20250907224604.webm_seg_16,N/A,N/A,1.21,assemblyai,Local Logic,,0.005,40.42
10_20250907224604.webm,10_20250907224604.webm_seg_17,N/A,N/A,0.80,assemblyai,Local Logic,,0.005,37.39
10_20250907224704.webm,10_20250907224704.webm_seg_1,N/A,N/A,1.56,assemblyai,Local Logic,,0.005,44.35
10_20250907224704.webm,10_20250907224704.webm_seg_2,N/A,N/A,1.53,assemblyai,Local Logic,,0.005,32.05
10_20250907224704.webm,10_20250907224704.webm_seg_3,N/A,N/A,0.96,assemblyai,Local Logic,,0.005,36.20
10_20250907224704.webm,10_20250907224704.webm_seg_4,N/A,N/A,0.70,assemblyai,Local Logic,,0.005,39.71
10_20250907224704.webm,10_20250907224704.webm_seg_5,N/A,N/A,1.37,assemblyai,Local Logic,,0.005,45.75
10_20250907224704.webm,10_20250907224704.webm_seg_6,N/A,N/A,0.48,assemblyai,Local Logic,,0.005,34.92
10_20250907224704.webm,10_20250907224704.webm_seg_7,N/A,N/A,1.05,assemblyai,Local Logic,,0.005,40.55
10_20250907224704.webm,10_20250907224704.webm_seg_8,N/A,N/A,0.32,assemblyai,Local Logic,,0.005,31.67
10_20250907224704.webm,10_20250907224704.webm_seg_9,N/A,N/A,2.01,assemblyai,Local Logic,,0.005,43.08
10_20250907224704.webm,10_20250907224704.webm_seg_10,N/A,N/A,0.54,assemblyai,Local Logic,,0.005,37.70
10_20250907224704.webm,10_20250907224704.webm_seg_11,N/A,N/A,2.04,assemblyai,Local Logic,,0.005,41.49
10_20250907224704.webm,10_20250907224704.webm_seg_12,N/A,N/A,1.21,assemblyai,Local Logic,,0.005,40.47
10_20250907224704.webm,10_20250907224704.webm_seg_13,N/A,N/A,0.35,assemblyai,Local Logic,,0.005,34.59
10_20250907224704.webm,10_20250907224704.webm_seg_14,N/A,N/A,0.73,assemblyai,Local Logic,,0.005,39.69
10_20250907224704.webm,10_20250907224704.webm_seg_15,N/A,N/A,2.20,assemblyai,Local Logic,,0.005,43.03
10_20250907224704.webm,10_20250907224704.webm_seg_16,N/A,N/A,1.47,assemblyai,Local Logic,,0.005,46.17
10_20250907224804.webm,10_20250907224804.webm_seg_1,N/A,N/A,0.89,assemblyai,Local Logic,,0.005,43.89
10_20250907224804.webm,10_20250907224804.webm_seg_2,N/A,N/A,0.86,assemblyai,Local Logic,,0.005,35.00
10_20250907224804.webm,10_20250907224804.webm_seg_3,N/A,N/A,0.32,assemblyai,Local Logic,,0.005,38.67
10_20250907224804.webm,10_20250907224804.webm_seg_4,N/A,N/A,2.65,assemblyai,Local Logic,,0.005,41.22
10_20250907224804.webm,10_20250907224804.webm_seg_5,N/A,N/A,0.80,assemblyai,Local Logic,,0.005,41.72
10_20250907224804.webm,10_20250907224804.webm_seg_6,N/A,N/A,0.60,assemblyai,Local Logic,,0.005,42.05
10_20250907224804.webm,10_20250907224804.webm_seg_7,N/A,N/A,0.48,assemblyai,Local Logic,,0.005,37.77
10_20250907224804.webm,10_20250907224804.webm_seg_8,N/A,N/A,1.02,assemblyai,Local Logic,,0.005,41.33
10_20250907224804.webm,10_20250907224804.webm_seg_9,N/A,N/A,3.23,assemblyai,Local Logic,,0.005,47.43
10_20250907224804.webm,10_20250907224804.webm_seg_10,N/A,N/A,0.67,assemblyai,Local Logic,,0.005,38.86
10_20250907224804.webm,10_20250907224804.webm_seg_11,N/A,N/A,0.89,assemblyai,Local Logic,,0.005,44.58
10_20250907224804.webm,10_20250907224804.webm_seg_12,N/A,N/A,0.41,assemblyai,Local Logic,,0.005,34.76
10_20250907224804.webm,10_20250907224804.webm_seg_13,N/A,N/A,0.51,assemblyai,Local Logic,,0.005,39.33
10_20250907224804.webm,10_20250907224804.webm_seg_14,N/A,N/A,1.92,assemblyai,Local Logic,,0.005,39.84
10_20250907224904.webm,10_20250907224904.webm_seg_1,N/A,N/A,3.90,assemblyai,Local Logic,,0.005,48.36
10_20250907224904.webm,10_20250907224904.webm_seg_2,N/A,N/A,0.32,assemblyai,Local Logic,,0.005,39.08
10_20250907224904.webm,10_20250907224904.webm_seg_3,N/A,N/A,0.38,assemblyai,Local Logic,,0.005,38.81
10_20250907224904.webm,10_20250907224904.webm_seg_4,N/A,N/A,1.05,assemblyai,Local Logic,,0.005,35.32
10_20250907224904.webm,10_20250907224904.webm_seg_5,N/A,N/A,0.54,assemblyai,Local Logic,,0.005,40.12
10_20250907224904.webm,10_20250907224904.webm_seg_6,N/A,N/A,0.86,assemblyai,Local Logic,,0.005,43.87
10_20250907224904.webm,10_20250907224904.webm_seg_7,N/A,N/A,0.92,assemblyai,Local Logic,,0.005,50.56
10_20250907225004.webm,10_20250907225004.webm_seg_1,N/A,N/A,2.65,assemblyai,Local Logic,,0.005,47.74
10_20250907225004.webm,10_20250907225004.webm_seg_2,N/A,N/A,2.30,assemblyai,Local Logic,,0.005,46.58
10_20250907225004.webm,10_20250907225004.webm_seg_3,N/A,N/A,3.39,assemblyai,Local Logic,,0.005,47.99
10_20250907225004.webm,10_20250907225004.webm_seg_4,N/A,N/A,0.48,assemblyai,Local Logic,,0.005,44.21
10_20250907225004.webm,10_20250907225004.webm_seg_5,N/A,N/A,1.40,assemblyai,Local Logic,,0.005,47.10
10_20250907225004.webm,10_20250907225004.webm_seg_6,N/A,N/A,4.57,assemblyai,Local Logic,,0.005,50.79
10_20250907225004.webm,10_20250907225004.webm_seg_7,N/A,N/A,0.32,assemblyai,Local Logic,,0.005,56.39
10_20250907225004.webm,10_20250907225004.webm_seg_8,N/A,N/A,0.73,assemblyai,Local Logic,,0.005,53.02
10_20250907225004.webm,10_20250907225004.webm_seg_9,N/A,N/A,0.54,assemblyai,Local Logic,,0.005,37.65
10_20250907225104.webm,10_20250907225104.webm_seg_1,N/A,N/A,0.99,assemblyai,Local Logic,,0.005,33.79
10_20250907225104.webm,10_20250907225104.webm_seg_2,N/A,N/A,0.41,assemblyai,Local Logic,,0.005,39.63
10_20250907225104.webm,10_20250907225104.webm_seg_3,N/A,N/A,2.68,assemblyai,Local Logic,,0.005,47.10
10_20250907225104.webm,10_20250907225104.webm_seg_4,N/A,N/A,1.12,assemblyai,Local Logic,,0.005,47.49
10_20250907225104.webm,10_20250907225104.webm_seg_5,N/A,N/A,0.86,assemblyai,Local Logic,,0.005,44.44
10_20250907225104.webm,10_20250907225104.webm_seg_6,N/A,N/A,0.96,assemblyai,Local Logic,,0.005,53.96
10_20250907225104.webm,10_20250907225104.webm_seg_7,N/A,N/A,0.83,assemblyai,Local Logic,,0.005,45.66
10_20250907225104.webm,10_20250907225104.webm_seg_8,N/A,N/A,0.80,assemblyai,Local Logic,,0.005,47.70
10_20250907225104.webm,10_20250907225104.webm_seg_9,N/A,N/A,0.80,assemblyai,Local Logic,,0.005,47.19
10_20250907225104.webm,10_20250907225104.webm_seg_10,N/A,N/A,1.82,assemblyai,Local Logic,,0.005,47.36
10_20250907225104.webm,10_20250907225104.webm_seg_11,N/A,N/A,4.96,assemblyai,Local Logic,,0.005,40.35
10_20250907225104.webm,10_20250907225104.webm_seg_12,N/A,N/A,0.70,assemblyai,Local Logic,,0.005,51.27
10_20250907225304.webm,10_20250907225304.webm_seg_1,N/A,N/A,4.00,assemblyai,Local Logic,,0.005,43.38
10_20250907225304.webm,10_20250907225304.webm_seg_2,N/A,N/A,4.35,assemblyai,Local Logic,,0.005,43.58
10_20250907225304.webm,10_20250907225304.webm_seg_3,N/A,N/A,4.99,assemblyai,Local Logic,,0.005,44.14
10_20250907225304.webm,10_20250907225304.webm_seg_4,N/A,N/A,3.29,assemblyai,Local Logic,,0.005,46.89
10_20250907225604.webm,10_20250907225604.webm_seg_1,N/A,N/A,0.38,assemblyai,Local Logic,,0.005,35.77
10_20250907225704.webm,10_20250907225704.webm_seg_1,N/A,N/A,0.73,assemblyai,Local Logic,,0.005,36.24
10_20250907225704.webm,10_20250907225704.webm_seg_2,N/A,N/A,0.99,assemblyai,Local Logic,,0.005,41.93
10_20250907225704.webm,10_20250907225704.webm_seg_3,N/A,N/A,0.83,assemblyai,Local Logic,,0.005,42.79
10_20250907225704.webm,10_20250907225704.webm_seg_4,N/A,N/A,2.30,assemblyai,Local Logic,,0.005,37.90
10_20250907225704.webm,10_20250907225704.webm_seg_5,N/A,N/A,2.75,assemblyai,Local Logic,,0.005,50.80
10_20250907225704.webm,10_20250907225704.webm_seg_6,N/A,N/A,0.32,assemblyai,Local Logic,,0.005,32.55
10_20250907225704.webm,10_20250907225704.webm_seg_7,N/A,N/A,1.60,assemblyai,Local Logic,,0.005,40.49
10_20250907225704.webm,10_20250907225704.webm_seg_8,N/A,N/A,2.49,assemblyai,Local Logic,,0.005,43.80
10_20250907225704.webm,10_20250907225704.webm_seg_9,N/A,N/A,0.57,assemblyai,Local Logic,,0.005,41.14
10_20250907225704.webm,10_20250907225704.webm_seg_10,N/A,N/A,0.54,assemblyai,Local Logic,,0.005,49.13
10_20250907225804.webm,10_20250907225804.webm_seg_1,N/A,N/A,0.54,assemblyai,Local Logic,,0.005,37.79
10_20250907225804.webm,10_20250907225804.webm_seg_2,N/A,N/A,1.05,assemblyai,Local Logic,,0.005,42.44
10_20250907225804.webm,10_20250907225804.webm_seg_3,N/A,N/A,0.35,assemblyai,Local Logic,,0.005,45.14
10_20250907225804.webm,10_20250907225804.webm_seg_4,N/A,N/A,1.82,assemblyai,Local Logic,,0.005,41.11
10_20250907225804.webm,10_20250907225804.webm_seg_5,N/A,N/A,0.80,assemblyai,Local Logic,,0.005,40.80
10_20250907225804.webm,10_20250907225804.webm_seg_6,N/A,N/A,0.38,assemblyai,Local Logic,,0.005,39.23
10_20250907225804.webm,10_20250907225804.webm_seg_7,N/A,N/A,0.73,assemblyai,Local Logic,,0.005,33.35
10_20250907225904.webm,10_20250907225904.webm_seg_1,N/A,N/A,0.96,assemblyai,Local Logic,,0.005,43.50
10_20250907225904.webm,10_20250907225904.webm_seg_2,N/A,N/A,0.73,assemblyai,Local Logic,,0.005,49.65
14_20250907214309.webm,14_20250907214309.webm_seg_1,N/A,N/A,0.96,assemblyai,Local Logic,,0.005,44.63
7_20250702092849.webm,7_20250702092849.webm_seg_1,N/A,N/A,3.04,assemblyai,Local Logic,,0.005,41.03
7_20250702092849.webm,7_20250702092849.webm_seg_2,N/A,N/A,1.31,assemblyai,Local Logic,,0.005,36.72
8_20250702092748.webm,8_20250702092748.webm_seg_1,N/A,N/A,1.66,assemblyai,Local Logic,,0.005,58.25
8_20250702092748.webm,8_20250702092748.webm_seg_2,N/A,N/A,0.96,assemblyai,Local Logic,,0.005,47.81
8_20250702092748.webm,8_20250702092748.webm_seg_3,N/A,N/A,1.21,assemblyai,Local Logic,,0.005,36.93
8_20250702092748.webm,8_20250702092748.webm_seg_4,N/A,N/A,1.50,assemblyai,Local Logic,,0.005,51.64
8_20250702092748.webm,8_20250702092748.webm_seg_5,N/A,N/A,1.44,assemblyai,Local Logic,,0.005,48.26
8_20250702092950.webm,8_20250702092950.webm_seg_1,N/A,N/A,1.56,assemblyai,Local Logic,,0.005,53.32
8_20250702092950.webm,8_20250702092950.webm_seg_2,N/A,N/A,0.83,assemblyai,Local Logic,,0.005,41.07
8_20250702092950.webm,8_20250702092950.webm_seg_3,N/A,N/A,0.73,assemblyai,Local Logic,,0.005,42.80
8_20250702092950.webm,8_20250702092950.webm_seg_4,N/A,N/A,1.34,assemblyai,Local Logic,,0.005,38.07
8_20250702092950.webm,8_20250702092950.webm_seg_5,N/A,N/A,1.72,assemblyai,Local Logic,,0.005,46.61
8_20250702092950.webm,8_20250702092950.webm_seg_6,N/A,N/A,3.23,assemblyai,Local Logic,,0.005,41.47
8_20250702092950.webm,8_20250702092950.webm_seg_7,N/A,N/A,2.59,assemblyai,Local Logic,,0.005,53.17
8_20250702092950.webm,8_20250702092950.webm_seg_8,N/A,N/A,0.41,assemblyai,Local Logic,,0.005,52.15
8_20250702092950.webm,8_20250702092950.webm_seg_9,N/A,N/A,1.40,assemblyai,Local Logic,,0.005,51.23
8_20250702092950.webm,8_20250702092950.webm_seg_10,N/A,N/A,4.35,assemblyai,Local Logic,,0.005,44.46
8_20250702092950.webm,8_20250702092950.webm_seg_11,N/A,N/A,2.46,assemblyai,Local Logic,,0.005,49.78
8_20250702092950.webm,8_20250702092950.webm_seg_12,N/A,N/A,0.57,assemblyai,Local Logic,,0.005,52.45
8_20250702092950.webm,8_20250702092950.webm_seg_13,N/A,N/A,0.80,assemblyai,Local Logic,,0.005,50.49
8_20250702092950.webm,8_20250702092950.webm_seg_14,N/A,N/A,2.36,assemblyai,Local Logic,,0.005,47.33
8_20250702092950.webm,8_20250702092950.webm_seg_15,N/A,N/A,3.20,assemblyai,Local Logic,,0.005,49.38
8_20250702092950.webm,8_20250702092950.webm_seg_16,N/A,N/A,0.76,assemblyai,Local Logic,,0.005,35.19
8_20250702092950.webm,8_20250702092950.webm_seg_17,N/A,N/A,0.54,assemblyai,Local Logic,,0.005,56.02
8_20250702092950.webm,8_20250702092950.webm_seg_18,N/A,N/A,1.53,assemblyai,Local Logic,,0.005,49.48
8_20250702092950.webm,8_20250702092950.webm_seg_19,N/A,N/A,2.27,assemblyai,Local Logic,,0.005,47.66
8_20250702092950.webm,8_20250702092950.webm_seg_20,N/A,N/A,0.73,assemblyai,Local Logic,,0.005,53.90
8_20250702092950.webm,8_20250702092950.webm_seg_21,N/A,N/A,0.70,assemblyai,Local Logic,,0.005,50.55
8_20250702092950.webm,8_20250702092950.webm_seg_22,N/A,N/A,0.41,assemblyai,Local Logic,,0.005,44.20
8_20250702092950.webm,8_20250702092950.webm_seg_23,N/A,N/A,2.72,assemblyai,Local Logic,,0.005,46.60
8_20250702092950.webm,8_20250702092950.webm_seg_24,N/A,N/A,0.86,assemblyai,Local Logic,,0.005,51.35
8_20250702092950.webm,8_20250702092950.webm_seg_25,N/A,N/A,0.83,assemblyai,Local Logic,,0.005,40.47
8_20250702092950.webm,8_20250702092950.webm_seg_26,N/A,N/A,3.04,assemblyai,Local Logic,,0.005,41.13
8_20250702092950.webm,8_20250702092950.webm_seg_27,N/A,N/A,0.73,assemblyai,Local Logic,,0.005,51.64
8_20250702092950.webm,8_20250702092950.webm_seg_28,N/A,N/A,0.64,assemblyai,Local Logic,,0.005,47.21
8_20250702092950.webm,8_20250702092950.webm_seg_29,N/A,N/A,1.34,assemblyai,Local Logic,,0.005,47.56
8_20250702092950.webm,8_20250702092950.webm_seg_30,N/A,N/A,0.70,assemblyai,Local Logic,,0.005,35.26
8_20250702093051.webm,8_20250702093051.webm_seg_1,N/A,N/A,1.08,assemblyai,Local Logic,,0.005,53.41
8_20250702093051.webm,8_20250702093051.webm_seg_2,N/A,N/A,3.48,assemblyai,Local Logic,,0.005,49.52
8_20250702093051.webm,8_20250702093051.webm_seg_3,N/A,N/A,0.35,assemblyai,Local Logic,,0.005,46.59
8_20250702093152.webm,8_20250702093152.webm_seg_1,N/A,N/A,0.41,assemblyai,Local Logic,,0.005,47.52
8_20250702093152.webm,8_20250702093152.webm_seg_2,N/A,N/A,0.76,assemblyai,Local Logic,,0.005,48.59
8_20250702093152.webm,8_20250702093152.webm_seg_3,N/A,N/A,4.92,assemblyai,Local Logic,,0.005,46.92
8_20250702093152.webm,8_20250702093152.webm_seg_4,N/A,N/A,0.32,assemblyai,Local Logic,,0.005,47.82
8_20250702093152.webm,8_20250702093152.webm_seg_5,N/A,N/A,1.05,assemblyai,Local Logic,,0.005,48.19
8_20250702093152.webm,8_20250702093152.webm_seg_6,N/A,N/A,2.52,assemblyai,Local Logic,,0.005,45.72
8_20250702093152.webm,8_20250702093152.webm_seg_7,N/A,N/A,0.48,assemblyai,Local Logic,,0.005,50.96
8_20250702093152.webm,8_20250702093152.webm_seg_8,N/A,N/A,1.02,assemblyai,Local Logic,,0.005,45.18
8_20250702093152.webm,8_20250702093152.webm_seg_9,N/A,N/A,1.31,assemblyai,Local Logic,,0.005,39.74
8_20250702093152.webm,8_20250702093152.webm_seg_10,N/A,N/A,2.33,assemblyai,Local Logic,,0.005,39.86
8_20250702093152.webm,8_20250702093152.webm_seg_11,N/A,N/A,0.57,assemblyai,Local Logic,,0.005,48.70
8_20250702093152.webm,8_20250702093152.webm_seg_12,N/A,N/A,1.47,assemblyai,Local Logic,,0.005,47.90
8_20250702093152.webm,8_20250702093152.webm_seg_13,N/A,N/A,1.82,assemblyai,Local Logic,,0.005,42.17
8_20250702093152.webm,8_20250702093152.webm_seg_14,N/A,N/A,2.40,assemblyai,Local Logic,,0.005,49.80
8_20250702093152.webm,8_20250702093152.webm_seg_15,N/A,N/A,0.41,assemblyai,Local Logic,,0.005,59.15
8_20250702093152.webm,8_20250702093152.webm_seg_16,N/A,N/A,2.56,assemblyai,Local Logic,,0.005,49.28
8_20250702093152.webm,8_20250702093152.webm_seg_17,N/A,N/A,0.60,assemblyai,Local Logic,,0.005,37.57
8_20250702093152.webm,8_20250702093152.webm_seg_18,N/A,N/A,3.39,assemblyai,Local Logic,,0.005,51.48
